name,caption,sentiment,emotion,desire
Man working at home,Man using computer in home office,neutral,neutral,none
Enjoying sunset together,"Photo of a devoted father and his son, enjoying small thing together such as watching the sunset on the island of Lanzarote, Canary Islands.",positive,happiness,curiosity
Living that urban life,Portrait of a handsome young man in the city,positive,happiness,none
Dreaming cuddly dreams,Shot of a little baby boy sleeping on a bed,neutral,neutral,none
Boy looking out of tent at dusk,"Gretton, United Kingdom",negative,fear,curiosity
Couple at home reading,Couple at home reading and drinking coffee in a cozy loft apartment,neutral,neutral,none
Colleagues talk online from their homes,Group of people having a video conference,positive,happiness,none
Young woman enjoying view from outlook during hike in mountains,Young woman enjoying view from outlook during hike in mountains,neutral,neutral,none
Girls following ghost,Girls in pajamas sneaking around and investigating a ghost,negative,fear,curiosity
Two young boys and sibling rivalry,"Brothers arguing, face to face.",negative,anger,vengeance
Sad businesswoman driver sitting in car,Sad businesswoman driver sitting in car,negative,sad,none
Father and daughter sitting together in unfinished room,Father and daughter sitting together in unfinished room,neutral,neutral,family
Disgusted Woman,Portrait of a disgusted woman on white background,negative,disgust,none
Side view of smiling female doctor talking to boy with father in clinic,Side view of smiling female doctor talking to boy with father in clinic,neutral,neutral,family
Gardening in the Greenhouse,Senior woman and young girl help out in the greenhouse at the local farm.,positive,happiness,family
Father and son reading book in hammock,Father and son reading book in hammock,positive,happiness,family
Mid adult therapist uses play therapy with young boy,The young boy with Down Syndrome enjoys play therapy with his therapist at home.,positive,happiness,family
Young couple enjoying piggyback ride on sunny day,Young couple enjoying piggyback ride on sunny day. Smiling man and woman are spending leisure time in city. They are on vacation.,positive,happiness,romance
Mother and happy baby girl at home looking at book,Mother and happy baby girl at home looking at book,positive,happiness,family
Sad girl lying in bed,"Sad girl in bed, backlit scene. Desaturated image.",neutral,neutral,none
23057e+007,23057e+007,negative,anger,vengeance
Afraid mixed race woman biting fingers,Afraid mixed race woman biting fingers,negative,fear,none
Father teaching son to play baseball,Father teaching son to play baseball,neutral,neutral,family
Men arguing on park bench,Men arguing on park bench,negative,anger,none
Sleepy young woman,Young woman is waking up and looking at her smart phone.,neutral,neutral,none
Caucasian couple on wooden walkway,Caucasian couple on wooden walkway,neutral,neutral,none
Group of friends playing with water,Group of friends playing with water,positive,happiness,social-contact
Young girl in bed holding the sheets looking scared,"Little girl in bed afraid of the boogey man, or something else scaring her",negative,fear,curiosity
Smoking as pollution,Woman bothered by cigarette smoke.,negative,disgust,none
Look who's engaged!,Cropped portrait of an affectionate young couple taking selfies on the beach after their engagement,positive,happiness,romance
Cheerful bank employee shows customer banking app,Mid adult female bank employee discusses a mobile banking app's features with a mature female client.,positive,happiness,social-contact
"Distraught senior Asian woman feeling unwell, suffering from a headache while sitting on sofa in the living room at home","Distraught senior Asian woman feeling unwell, suffering from a headache while sitting on sofa in the living room at home",negative,sad,tranquility
Where did this headache come from all of a sudden?,"Photo of Woman suffering from stress or a headache grimacing in pain as she holds forehead with her hand, with copy space. Portrait of an attractive senior woman sitting on a sofa at home with a headache, feeling pain and with an expression of being unwell, with eyes closed.",negative,sad,tranquility
Little girl showing mum the fish she's caught,Father and daughter fishing at a lake in Wales,positive,happiness,family
Father who reads a picture book for his son,Story telling.,neutral,neutral,family
She's smart about the way she handles business,Shot of a young businesswoman using a cellphone in an office,positive,happiness,none
Birthday party in the office,Group of friends at office birthday party,positive,happiness,social-contact
Sea of hands in unity!,Large group of happy business colleagues holding their hands in unity. Copy space.,positive,happiness,social-contact
Portrait of woman looking shocked and surprised,Portrait of woman looking shocked and surprised,negative,fear,none
Man reclining in canoe on lake,Man reclining in canoe on lake,neutral,neutral,none
Worried Girl With Teddy Bear,Young Caucasian girl is indoors in a medical clinic. She is holding a teddy bear in her arms. She is sitting and looking worried about her checkup.,negative,sad,tranquility
Standing boy,Close-up of boy standing in supermarket.,negative,anger,none
Young woman looking into distance,Young woman looking into distance,neutral,neutral,none
Couple enjoying a movie at the cinema,Couple enjoying a movie at the cinema,negative,fear,curiosity
Young woman window shopping,Young woman window shopping,positive,happiness,curiosity
"Austria, Teenage girl holding sneakers","Austria, Teenage girl holding sneakers",negative,disgust,none
"Girl with hands on face, mouth open","Girl with hands on face, mouth open",negative,fear,none
"Woman in cinema crying, close-up","Woman in cinema crying, close-up",negative,sad,none
Fisherman casting in river,Fisherman casting in river,neutral,neutral,none
Life during Covid-19 pandemic lockdown: group of friends watching horror movie at home,Life during Covid-19 pandemic lockdown: group of friends homeschooling e-learning at home,negative,fear,curiosity
Relationships problems,"Sad girlfriend sitting on bed edge, holding her legs, her partner is lying in bed in background, his face is lit by smart phone",negative,sad,romance
"Woman in striped top with arms outstretched, smiling.","Woman in striped top with arms outstretched, smiling.",positive,happiness,none
Boy and a girl arguing,Boy and a girl arguing,negative,sad,romance
